tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,label
Subcohorts,,inclusion start,int,,,,,,,,,Year of first included participant,
Subcohorts,,inclusion end,int,,,,,,,,,Year of last included participant. Leave empty if collection is ongoing,
Subcohorts,,age groups,ontology_array,,,CatalogueOntologies,Age groups,,,,,Age groups within this subcohort,
Subcohorts,,main medical condition,ontology_array,,,CatalogueOntologies,Diseases,,,,,"Disease groups within this subcohort, based on ICD-10 and ORPHA code classifications",
Subcohorts,,comorbidity,ontology_array,,,CatalogueOntologies,Diseases,,,,,"Comorbidity within this subcohort, based on ICD-10 classification",
Subcohorts,,countries,ontology_array,,,CatalogueOntologies,Countries,,,,,Countries where data from this subcohort largely originate from,
Subcohorts,,regions,ontology_array,,,CatalogueOntologies,Regions,,,,,Geographical regions where data from this subcohort largely originate from,
Subcohorts,,inclusion criteria,text,,,,,,,,,Inclusion criteria applied to this subcohort,
Subcohorts,,supplementary information,text,,,,,,,,,Any other information that needs to be disclosed for this subcohort,
Networks,,data sources,ref_array,,,,Data sources,,,,,,
Networks,,databanks,ref_array,,,,Databanks,,,,,,
Networks,,cohorts,ref_array,,,,Resources,,,,,,
Networks,,models,ref_array,,,,Models,,,,,The common data model(s) used by this network,
Networks,,studies,refback,,,,Studies,,networks,,,,
Networks,,networks,ref_array,,,,Networks,,,,,The consortia or networks that are involved in this network,
Studies,,study requirements,ontology_array,,,CatalogueOntologies,Study requirements,,,,,Study requirements,
Studies,,regulatory procedure number,string,,,,,,,,,"Regulatory procedure number, for RMP Category 1 and 2 studies only",
Studies,,date of signing funding contract planned,date,,,,,,,,,"Date when funding contract was signed, planned",
Studies,,date of signing funding contract actual,date,,,,,,,,,"Date when funding contract was signed, actual",
Studies,,collection start planned,date,,,,,,,,,When was the data collection planned to start?,
Studies,,collection start actual,date,,,,,,,,,When was the data collection actually start?,
Studies,,analysis start planned,date,,,,,,,,,When was the data analysis planned to start?,
Studies,,analysis start actual,date,,,,,,,,,When did the data analysis actually start?,
Studies,,interim report planned,date,,,,,,,,,"Planned date of interim report, if expected",
Studies,,interim report actual,date,,,,,,,,,"Actual date of interim report, if expected",
Studies,,final report planned,date,,,,,,,,,"Date of final study report, planned",
Studies,,final report actual,date,,,,,,,,,"Date of final study report, actual",
Studies,,data,heading,,,,,,,,,Data management,
Studies,,data sources,ref_array,,,,Data sources,,,,,Data sources that provided data into this study,
Studies,,data sources other,text,,,,,,,,,Other not listed data sources that provided data into this study,
Studies,,databanks,ref_array,,,,Databanks,,,,,Databanks that provided data into this study,
Studies,,databanks other,text,,,,,,,,,Other not listed databanks that provided data into this study,
Studies,,cohorts,ref_array,,,,Resources,,,,,Cohorts that provided data into this study,
Studies,,cdms,refback,,,,Mappings,,source,,,Common data model(s) used in this study,
Studies,,study features,ontology_array,,,CatalogueOntologies,Study features,,,,,Data features,
Studies,,data characterisation details,text,,,,,,,,,Provide a summary description of the data characterisation or quality check process,
Studies,,data source types,ontology_array,,,CatalogueOntologies,Study datasource types,,,,,Types of data sources used,
Studies,,data source types other,text,,,,,,,,,"Sources of data, if other",
Studies,,quality marks,ontology_array,,,CatalogueOntologies,Study quality marks,,,,,"Quality marks, such as ENCePP seal",
Studies,,number of data sources,,,,,,,,,,Total number of data sources included in the study,
Studies,,medicines studied INN codes,ontology_array,,,CatalogueOntologies,INN,,,,,INN codes of medicines studied,
Studies,,medicines studied ATC codes,ontology_array,,,CatalogueOntologies,ATC,,,,,ATC codes of medicines studied,
Studies,,medicines studies brands,ontology_array,,,CatalogueOntologies,Medicine brand names,,,,,Brand names of the medicines studied,
Studies,,medicines studied other,text,,,,,,,,,If the medicinal product information (e.g. brand name or active substance or ATC code) does not appear in the available look-ups please enter it here,
Studies,,medical conditions studied,ontology_array,,,CatalogueOntologies,MedDRA,,,,,Codes of the medical conditions studied,
Studies,,medical conditions studied other,text,,,,,,,,,Codes of the medical conditions studied,
Studies,,data extraction date,date,,,,,,,,,Date on which the study data was extracted,
Studies,,methods,heading,,,,,,,,,Methodological aspects,
Studies,,study setting,text,,,,,,,,,A short description of the study setting,
Studies,,analysis plan,text,,,,,,,,,"A brief summary of the analysis method (e.g. risk estimation, measures of risk, internal/external validity)",
Studies,,population description,text,,,,,,,,,A short description of the study population,
Studies,,number of subjects,int,,,,,,,,,Estimated number of subjects,
Studies,,age groups,ontology_array,,,CatalogueOntologies,Age groups,,,,,Which population age groups are studied,
Studies,,objectives,text,,,,,,,,,A short description of the study objective,
Studies,,interventions,text,,,,,,,,,A short description of the study interventions,
Studies,,comparators,text,,,,,,,,,A short description of the study comparators,
Studies,,outcomes,text,,,,,,,,,A short description of the study outcomes,
Studies,,study design,text,,,,,,,,,A brief summary of the study design,
Studies,,results,text,,,,,,,,,A brief summary of the results of the study on study completion (from abstract),
Studies,,topic,ontology_array,,,CatalogueOntologies,Study topics,,,,,An initial classification of the study purpose,
Studies,,topic other,text,,,,,,,,,"If the study is not concerning any of the proposed categories, please specify the details",
Studies,,trial regulatory scope,ontology_array,,,CatalogueOntologies,Study trial regulatory scopes,,,,,Classification of the clinical trial in relation to the medicines authorisation,
Studies,,study design classification,ontology_array,,,CatalogueOntologies,Study design classification,,,,,Study design classifications,
Studies,,study design classification other,text,,,,,,,,,Further details on design,
Studies,,study scope,ontology_array,,,CatalogueOntologies,Study scopes,,,,,Scope of the study,
Studies,,study scope other,text,,,,,,,,,If scope 'other',
Studies,,population of interest,ontology_array,,,CatalogueOntologies,Population of interest,,,,,"If population of interest is 'Other', please specify which other population has been studied",
Studies,,population of interest other,text,,,,,,,,,"If population of interest is 'Other', please specify which other population has been studied",
Datasets,,,,,,,,,,,,Definition of a dataset within a (common) data model,
Datasets,,resource,ref,1,true,,Resources,,,,,resources that these variables are part of,
Datasets,,name,,1,true,,,,,,,unique dataset name in the model,
Datasets,,label,,,,,,,,,,short human readable description,
Datasets,,unit of observation,ontology,,,CatalogueOntologies,Observation targets,,,,,defines what each record in this table describes,
Datasets,,keywords,ontology_array,,,CatalogueOntologies,Keywords,,,,,enables grouping of table list into topic and to display tables in a tree,
Datasets,,description,text,,,,,,,,,description of the role/function of this table,
Datasets,,number of rows,int,,,,,,,,,count of the numbe of records in this table,
Datasets,,mapped to,refback,,,,Dataset mappings,,source dataset,,,common dataset models this dataset has been mapped into,
Datasets,,mapped from,refback,,,,Dataset mappings,,target dataset,,,source datasets that have been mapped to this harmonised dataset,
Datasets,,since version,,,,,,,,,,When this dataset was introduced,
Datasets,,until version,,,,,,,,,,When this dataset was removed if applicable,
All variables,,,,,,,,,,,,"Generic listing of all source variables. Should not be used directly, please use SourceVariables or RepeatedSourceVariables instead",
All variables,,resource,ref,1,true,,Resources,,,,,Data source that this variable was collected in,
All variables,,dataset,ref,1,true,,Datasets,resource,,,,Dataset this variable is part of,
All variables,,name,,1,true,,,,,,,"name of the variable, unique within a table",
All variables,,label,,,,,,,,,,"Human friendly longer name, if applicable",
All variables,,collection event,ref,,,,Collection events,,,,,in case of protocolised data collection this defines the moment(s) in time this variable is collected on,
All variables,,since version,,,,,,,,,,When this variable was introduced,
All variables,,until version,,,,,,,,,,When this variable was removed if applicable,
Variables,All variables,,,,,,,,,,,"Definition of a non-repeated variable, or of the first variable from a repeated range",
Variables,,format,ontology,,,CatalogueOntologies,Formats,,,,,"Data type, e.g. string,int,decimal,date,datetime etc",
Variables,,unit,ontology,,,CatalogueOntologies,Units,,,,,,
Variables,,references,ref,,,,All variables,resource,,,,to define foreign key relationships between variables within or across tables,
Variables,,mandatory,bool,,,,,,,,,whether this variable is required within this collection,
Variables,,description,text,,,,,,,,,,
Variables,,order,int,,,,,,,,,to sort variables you can optionally add an order value,
Variables,,example values,string_array,,,,,,,,,,
Variables,,permitted values,refback,,,,Variable values,,variable,,,,
Variables,,keywords,ontology_array,,,CatalogueOntologies,Keywords,,,,,,
Variables,,repeats,refback,,,,Repeated variables,,is repeat of,,,listing of all repeated variables defined for this variable,
Variables,,vocabularies,ontology_array,,,CatalogueOntologies,Vocabularies,,,,,,
Variables,,notes,text,,,,,,,,,Any other information on this variable,
All variables,,mappings,refback,,,,Variable mappings,,target variable,,,in case of protocolised data collection this defines the moment in time this variable is collected on,
Variable values,,,,,,,,,,,,Listing of categorical value+label definition in case of a categorical variable,
Variable values,,resource,ref,1,true,,Resources,,,,,,
Variable values,,variable,ref,1,true,,Variables,resource,,,,e.g. PATO,
Variable values,,value,,1,true,,,,,,,e.g. '1',
Variable values,,label,,,true,,,,,,,,
Variable values,,order,int,,,,,,,,,,
Variable values,,is missing,bool,,,,,,,,,,
Variable values,,ontology term URI,,,,,,,,,,reference to ontology term that defines this categorical value,
Variable values,,since version,,,,,,,,,,When this variable value was introduced if applicable,
Variable values,,until version,,,,,,,,,,When this variable value was removed if applicable,
Repeated variables,All variables,,,,,,,,,,,Definition of a repeated sourceVariable. Refers to another variable for its definition,
Repeated variables,,is repeat of,ref,,true,,Variables,resource,,,,reference to the definition of the sourceVariable that is being repeated,
Mappings,,,,,,,,,,,,"Mapping from collected datasets to standard/harmonised datasets, optionally including ETL syntaxes",
Mappings,,source,ref,1,true,,Resources,,,,,Data source that is being mapped to a (common) data model,
Mappings,,source version,string,,,,,,,,,version of the datasource that is being mapped,
Mappings,,target,ref,1,true,,Models,,,,,model being mapped to,
Mappings,,target version,string,,,,,,,,,version of the model being mapped to,
Mappings,,cdms other,,,,,,,,,,"if cdm is not under targets, which cdm was mapped to? (default = not applicable)",
Mappings,,mapping status,ontology,,,CatalogueOntologies,Mapping status,,,,,"Mapping from collected datasets to standard/harmonised datasets, optionally including ETL syntaxes",
Mappings,,ETL frequency,int,,,,,,,,,"The frequency of the ETL process, in months",
Mappings,,ETL specification url,hyperlink,,,,,,,,,Link to ETL specification documentation,
Mappings,,ETL specification document,file,,,,,,,,,Documentation concerning ETL details,
Dataset mappings,,,,,,,,,,,,Mappings from collected or source datasets to harmonised or target datasets,
Dataset mappings,,source,ref,1,true,,Resources,,,,,datasource being mapped from,
Dataset mappings,,source dataset,ref,1,true,,Datasets,source,,,,name of the table being mapped from,
Dataset mappings,,target,ref,1,true,,Resources,,,,,"model being mapped to, i.e. toModel.resource + toModel.version",
Dataset mappings,,target dataset,ref,1,true,,Datasets,target,,,,name of the table being mapped to,
Dataset mappings,,order,int,,,,,,,,,Order in which table ETLs should be executed for this source-target combination,
Dataset mappings,,description,text,,,,,,,,,human readible description of the mapping,
Dataset mappings,,syntax,text,,,,,,,,,"formal definition of the mapping, ideally executable code",
Variable mappings,,,,,,,,,,,,"Mappings from collected variables to standard/harmonised variables, optionally including ETL syntax",
Variable mappings,,source,ref,1,true,,Resources,,,,,,
Variable mappings,,source dataset,ref,1,true,,Datasets,source,,,,,
Variable mappings,,source variables,ref_array,,,,All variables,source dataset,,,,"Optional, source variable that was mapped from. You may also indicate that a mapping to a target variable was not done and leave this field empty (match = na)",
Variable mappings,,source variables other datasets,ref_array,,,,All variables,source,,,,"optional, variable from other source datasets. Initially one may only define mapping between releases",
Variable mappings,,target,ref,1,true,,Resources,,,,,,
Variable mappings,,target dataset,ref,1,true,,Datasets,target,,,,,
Variable mappings,,target variable,ref,1,true,,All variables,target dataset,,,,"in UI this is then one lookup field. In Excel it will be two columns. Value of 'targetVariable' is filtered based on selected 'targetCollection' and together be used for fkey(collection,dataset,name) in Variable",
Variable mappings,,match,ontology,,true,CatalogueOntologies,Status details,,,,,"e.g. 'complete, partial, planned, no-match'",
Variable mappings,,status,ontology,,,CatalogueOntologies,Status,,,,,whether harmonisation is still draft or final,
Variable mappings,,description,text,,,,,,,,,human readible description of the mapping,
Variable mappings,,syntax,text,,,,,,,,,"formal definition of the mapping, ideally executable code",
Variable mappings,,comments,text,,,,,,,,,additional notes and comments,
Network variables,,,,,,,,,,,,Listing of the variables used in a network,
Network variables,,network,ref,1,true,,Networks,,,,,,
Network variables,,variable,ref,1,true,,All variables,,,,,,
Subcohort counts,,,,,,,,,,,,"Number of participants per subcohort age group, optionally divided per sex",
Subcohort counts,,subcohort,ref,1,true,,Subcohorts,,,,,,
Subcohort counts,,age group,ontology,1,true,CatalogueOntologies,Age groups,,,,,,
Subcohort counts,,N total,int,,,,,,,,,,
Subcohort counts,,N female,int,,,,,,,,,,
Subcohort counts,,N male,int,,,,,,,,,,
Submissions,,,,,,,,,,,,Documentation of data submissions related to a resource,
Submissions,,submission date,datetime,1,true,,,,,,,Date of submission,
Submissions,,submitter name,string,1,true,,,,,,,Name of person who submitted,
Submissions,,resources,ref_array,,true,,Resources,,,,,Resource(s) that this submission is related to,
Submissions,,submitter email,string,,true,,,,,,,Email of person who submitted,
Submissions,,submitter organisation,ref,,,,Organisations,,,,,Organisation of submitter,
Submissions,,submitter role,ontology,,,CatalogueOntologies,Submitter roles,,,,,Role of submitter in organisation,
Submissions,,submitter role other,text,,,,,,,,,"Role of submitter in organisation, if other than above",
Submissions,,submission type,ontology,,,CatalogueOntologies,Submission types,,,,,"Type of submission, e.g. 'new entry', 'correction'",
Submissions,,submission description,text,,,,,,,,,"Description of the submission, if applicable",
Submissions,,responsible persons,text,,,,,,,,,List of responsible persons related to this submission,
Submissions,,acceptance date,datetime,,,,,,,,,Date submission was accepted,
External identifiers,,,,,,,,,,,,External identifier(s) for this resource,
External identifiers,,resource,ref,1,true,,Resources,,,,,Resource that this external identifier belongs to,
External identifiers,,identifier,text,1,true,,,,,,,External identifier,
External identifiers,,external identifier type,ontology,,,CatalogueOntologies,External identifier types,,,,,External identifier type,
External identifiers,,external identifier type other,text,,,,,,,,,"If other, enter external identifier type",
DAPs,,,,,,,,,,,,Data access provider relationship where an institution can provide access to (parts of) a resource,
DAPs,,organisation,ref,1,true,,Organisations,,,,,Institution that provides access,
DAPs,,resource,ref,1,true,,Resources,,,,,Resource that is access or has experience with provided to,
DAPs,,is data access provider,ontology_array,,,CatalogueOntologies,DAP information,,,,,"Description of population subset, data access levels, completeness, reason for access",
DAPs,,reason access other,text,,,,,,,,,"If reason access is 'other', reason for being able to access (an extract of) the data source",
DAPs,,population subset other,text,,,,,,,,,"If 'other' is selected above, describe the subset that can be accessed",
DAPs,,process time,int,,,,,,,,,"On average, how many DAYS does it take for approval/access to be obtained following an application for data access?",
